"","sampleName","Year","Tissue","Phenology","indexer","Rootstock","Irrigation","Row","Block"
"A1Y2_289_R","A1Y2_289_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_A_2","1103P","None","8","A"
"A1Y2_290_R","A1Y2_290_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_A_3","1103P","None","8","A"
"A1Y2_291_R","A1Y2_291_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_B_2","3309C","None","8","A"
"A1Y2_292_R","A1Y2_292_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_B_3","3309C","None","8","A"
"A1Y2_293_R","A1Y2_293_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_C_2","SO4","None","8","A"
"A1Y2_294_R","A1Y2_294_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_C_3","SO4","None","8","A"
"A1Y2_295_R","A1Y2_295_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_D_2","Ungrafted","None","8","A"
"A1Y2_296_R","A1Y2_296_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_8_D_3","Ungrafted","None","8","A"
"A1Y2_297_R","A1Y2_297_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_A_2","Ungrafted","RDI","9","A"
"A1Y2_298_R","A1Y2_298_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_A_3","Ungrafted","RDI","9","A"
"A1Y2_299_R","A1Y2_299_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_B_2","1103P","RDI","9","A"
"A1Y2_300_R","A1Y2_300_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_B_3","1103P","RDI","9","A"
"A1Y2_301_R","A1Y2_301_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_C_2","3309C","RDI","9","A"
"A1Y2_302_R","A1Y2_302_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_C_3","3309C","RDI","9","A"
"A1Y2_303_R","A1Y2_303_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_D_2","SO4","RDI","9","A"
"A1Y2_304_R","A1Y2_304_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_9_D_3","SO4","RDI","9","A"
"A1Y2_305_R","A1Y2_305_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_10_A_2","3309C","Full","10","A"
"A1Y2_306_R","A1Y2_306_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_10_A_3","3309C","Full","10","A"
"A1Y2_308_R","A1Y2_308_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_10_B_3","SO4","Full","10","A"
"A1Y2_309_R","A1Y2_309_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_10_C_2","Ungrafted","Full","10","A"
"A1Y2_310_R","A1Y2_310_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_10_C_3","Ungrafted","Full","10","A"
"A1Y2_311_R","A1Y2_311_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_10_D_2","1103P","Full","10","A"
"A1Y2_312_R","A1Y2_312_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_10_D_3","1103P","Full","10","A"
"A1Y2_313_R","A1Y2_313_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_A_2","3309C","RDI","11","B"
"A1Y2_314_R","A1Y2_314_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_A_3","3309C","RDI","11","B"
"A1Y2_315_R","A1Y2_315_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_B_2","1103P","RDI","11","B"
"A1Y2_316_R","A1Y2_316_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_B_3","1103P","RDI","11","B"
"A1Y2_317_R","A1Y2_317_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_C_2","Ungrafted","RDI","11","B"
"A1Y2_318_R","A1Y2_318_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_C_3","Ungrafted","RDI","11","B"
"A1Y2_319_R","A1Y2_319_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_D_2","SO4","RDI","11","B"
"A1Y2_320_R","A1Y2_320_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_11_D_3","SO4","RDI","11","B"
"A1Y2_321_R","A1Y2_321_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_A_2","1103P","Full","12","B"
"A1Y2_322_R","A1Y2_322_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_A_3","1103P","Full","12","B"
"A1Y2_323_R","A1Y2_323_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_B_2","Ungrafted","Full","12","B"
"A1Y2_324_R","A1Y2_324_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_B_3","Ungrafted","Full","12","B"
"A1Y2_325_R","A1Y2_325_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_C_2","SO4","Full","12","B"
"A1Y2_326_R","A1Y2_326_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_C_3","SO4","Full","12","B"
"A1Y2_327_R","A1Y2_327_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_D_2","3309C","Full","12","B"
"A1Y2_328_R","A1Y2_328_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_12_D_3","3309C","Full","12","B"
"A1Y2_329_R","A1Y2_329_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_A_2","SO4","None","13","B"
"A1Y2_330_R","A1Y2_330_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_A_3","SO4","None","13","B"
"A1Y2_331_R","A1Y2_331_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_B_2","3309C","None","13","B"
"A1Y2_332_R","A1Y2_332_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_B_3","3309C","None","13","B"
"A1Y2_333_R","A1Y2_333_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_C_2","1103P","None","13","B"
"A1Y2_334_R","A1Y2_334_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_C_3","1103P","None","13","B"
"A1Y2_335_R","A1Y2_335_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_D_2","Ungrafted","None","13","B"
"A1Y2_336_R","A1Y2_336_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_13_D_3","Ungrafted","None","13","B"
"A1Y2_337_R","A1Y2_337_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_A_2","3309C","RDI","14","C"
"A1Y2_338_R","A1Y2_338_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_A_3","3309C","RDI","14","C"
"A1Y2_339_R","A1Y2_339_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_B_2","SO4","RDI","14","C"
"A1Y2_340_R","A1Y2_340_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_B_3","SO4","RDI","14","C"
"A1Y2_341_R","A1Y2_341_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_C_2","Ungrafted","RDI","14","C"
"A1Y2_342_R","A1Y2_342_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_C_3","Ungrafted","RDI","14","C"
"A1Y2_343_R","A1Y2_343_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_D_2","1103P","RDI","14","C"
"A1Y2_344_R","A1Y2_344_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_14_D_3","1103P","RDI","14","C"
"A1Y2_345_R","A1Y2_345_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_A_2","Ungrafted","None","15","C"
"A1Y2_346_R","A1Y2_346_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_A_3","Ungrafted","None","15","C"
"A1Y2_347_R","A1Y2_347_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_B_2","3309C","None","15","C"
"A1Y2_348_R","A1Y2_348_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_B_3","3309C","None","15","C"
"A1Y2_349_R","A1Y2_349_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_C_2","1103P","None","15","C"
"A1Y2_350_R","A1Y2_350_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_C_3","1103P","None","15","C"
"A1Y2_351_R","A1Y2_351_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_D_2","SO4","None","15","C"
"A1Y2_352_R","A1Y2_352_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_15_D_3","SO4","None","15","C"
"A1Y2_353_R","A1Y2_353_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_A_2","1103P","Full","16","C"
"A1Y2_354_R","A1Y2_354_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_A_3","1103P","Full","16","C"
"A1Y2_355_R","A1Y2_355_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_B_2","Ungrafted","Full","16","C"
"A1Y2_356_R","A1Y2_356_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_B_3","Ungrafted","Full","16","C"
"A1Y2_357_R","A1Y2_357_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_C_2","SO4","Full","16","C"
"A1Y2_358_R","A1Y2_358_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_C_3","SO4","Full","16","C"
"A1Y2_359_R","A1Y2_359_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_D_2","3309C","Full","16","C"
"A1Y2_360_R","A1Y2_360_R","2018","Reproductive","Veraison","2018_Veraison_Reproductive_16_D_3","3309C","Full","16","C"
"A1Y2_361_L","A1Y2_361_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_A_2","1103P","None","8","A"
"A1Y2_362_L","A1Y2_362_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_A_3","1103P","None","8","A"
"A1Y2_363_L","A1Y2_363_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_B_2","3309C","None","8","A"
"A1Y2_364_L","A1Y2_364_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_B_3","3309C","None","8","A"
"A1Y2_365_L","A1Y2_365_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_C_2","SO4","None","8","A"
"A1Y2_366_L","A1Y2_366_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_C_3","SO4","None","8","A"
"A1Y2_367_L","A1Y2_367_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_D_2","Ungrafted","None","8","A"
"A1Y2_368_L","A1Y2_368_L","2018","Leaf","Harvest","2018_Harvest_Leaf_8_D_3","Ungrafted","None","8","A"
"A1Y2_369_L","A1Y2_369_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_A_2","Ungrafted","RDI","9","A"
"A1Y2_370_L","A1Y2_370_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_A_3","Ungrafted","RDI","9","A"
"A1Y2_371_L","A1Y2_371_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_B_2","1103P","RDI","9","A"
"A1Y2_372_L","A1Y2_372_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_B_3","1103P","RDI","9","A"
"A1Y2_373_L","A1Y2_373_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_C_2","3309C","RDI","9","A"
"A1Y2_374_L","A1Y2_374_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_C_3","3309C","RDI","9","A"
"A1Y2_375_L","A1Y2_375_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_D_2","SO4","RDI","9","A"
"A1Y2_376_L","A1Y2_376_L","2018","Leaf","Harvest","2018_Harvest_Leaf_9_D_3","SO4","RDI","9","A"
"A1Y2_377_L","A1Y2_377_L","2018","Leaf","Harvest","2018_Harvest_Leaf_10_A_2","3309C","Full","10","A"
"A1Y2_378_L","A1Y2_378_L","2018","Leaf","Harvest","2018_Harvest_Leaf_10_A_3","3309C","Full","10","A"
"A1Y2_380_L","A1Y2_380_L","2018","Leaf","Harvest","2018_Harvest_Leaf_10_B_3","SO4","Full","10","A"
"A1Y2_381_L","A1Y2_381_L","2018","Leaf","Harvest","2018_Harvest_Leaf_10_C_2","Ungrafted","Full","10","A"
"A1Y2_382_L","A1Y2_382_L","2018","Leaf","Harvest","2018_Harvest_Leaf_10_C_3","Ungrafted","Full","10","A"
"A1Y2_383_L","A1Y2_383_L","2018","Leaf","Harvest","2018_Harvest_Leaf_10_D_2","1103P","Full","10","A"
"A1Y2_384_L","A1Y2_384_L","2018","Leaf","Harvest","2018_Harvest_Leaf_10_D_3","1103P","Full","10","A"
"A1Y2_385_L","A1Y2_385_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_A_2","3309C","RDI","11","B"
"A1Y2_386_L","A1Y2_386_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_A_3","3309C","RDI","11","B"
"A1Y2_387_L","A1Y2_387_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_B_2","1103P","RDI","11","B"
"A1Y2_388_L","A1Y2_388_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_B_3","1103P","RDI","11","B"
"A1Y2_389_L","A1Y2_389_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_C_2","Ungrafted","RDI","11","B"
"A1Y2_390_L","A1Y2_390_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_C_3","Ungrafted","RDI","11","B"
"A1Y2_391_L","A1Y2_391_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_D_2","SO4","RDI","11","B"
"A1Y2_392_L","A1Y2_392_L","2018","Leaf","Harvest","2018_Harvest_Leaf_11_D_3","SO4","RDI","11","B"
"A1Y2_393_L","A1Y2_393_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_A_2","1103P","Full","12","B"
"A1Y2_394_L","A1Y2_394_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_A_3","1103P","Full","12","B"
"A1Y2_395_L","A1Y2_395_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_B_2","Ungrafted","Full","12","B"
"A1Y2_396_L","A1Y2_396_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_B_3","Ungrafted","Full","12","B"
"A1Y2_397_L","A1Y2_397_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_C_2","SO4","Full","12","B"
"A1Y2_398_L","A1Y2_398_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_C_3","SO4","Full","12","B"
"A1Y2_399_L","A1Y2_399_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_D_2","3309C","Full","12","B"
"A1Y2_400_L","A1Y2_400_L","2018","Leaf","Harvest","2018_Harvest_Leaf_12_D_3","3309C","Full","12","B"
"A1Y2_401_L","A1Y2_401_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_A_2","SO4","None","13","B"
"A1Y2_402_L","A1Y2_402_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_A_3","SO4","None","13","B"
"A1Y2_403_L","A1Y2_403_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_B_2","3309C","None","13","B"
"A1Y2_404_L","A1Y2_404_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_B_3","3309C","None","13","B"
"A1Y2_405_L","A1Y2_405_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_C_2","1103P","None","13","B"
"A1Y2_406_L","A1Y2_406_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_C_3","1103P","None","13","B"
"A1Y2_407_L","A1Y2_407_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_D_2","Ungrafted","None","13","B"
"A1Y2_408_L","A1Y2_408_L","2018","Leaf","Harvest","2018_Harvest_Leaf_13_D_3","Ungrafted","None","13","B"
"A1Y2_409_L","A1Y2_409_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_A_2","3309C","RDI","14","C"
"A1Y2_410_L","A1Y2_410_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_A_3","3309C","RDI","14","C"
"A1Y2_411_L","A1Y2_411_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_B_2","SO4","RDI","14","C"
"A1Y2_412_L","A1Y2_412_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_B_3","SO4","RDI","14","C"
"A1Y2_413_L","A1Y2_413_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_C_2","Ungrafted","RDI","14","C"
"A1Y2_414_L","A1Y2_414_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_C_3","Ungrafted","RDI","14","C"
"A1Y2_415_L","A1Y2_415_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_D_2","1103P","RDI","14","C"
"A1Y2_416_L","A1Y2_416_L","2018","Leaf","Harvest","2018_Harvest_Leaf_14_D_3","1103P","RDI","14","C"
"A1Y2_417_L","A1Y2_417_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_A_2","Ungrafted","None","15","C"
"A1Y2_418_L","A1Y2_418_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_A_3","Ungrafted","None","15","C"
"A1Y2_419_L","A1Y2_419_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_B_2","3309C","None","15","C"
"A1Y2_420_L","A1Y2_420_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_B_3","3309C","None","15","C"
"A1Y2_421_L","A1Y2_421_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_C_2","1103P","None","15","C"
"A1Y2_422_L","A1Y2_422_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_C_3","1103P","None","15","C"
"A1Y2_423_L","A1Y2_423_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_D_2","SO4","None","15","C"
"A1Y2_424_L","A1Y2_424_L","2018","Leaf","Harvest","2018_Harvest_Leaf_15_D_3","SO4","None","15","C"
"A1Y2_425_L","A1Y2_425_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_A_2","1103P","Full","16","C"
"A1Y2_426_L","A1Y2_426_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_A_3","1103P","Full","16","C"
"A1Y2_427_L","A1Y2_427_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_B_2","Ungrafted","Full","16","C"
"A1Y2_428_L","A1Y2_428_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_B_3","Ungrafted","Full","16","C"
"A1Y2_429_L","A1Y2_429_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_C_2","SO4","Full","16","C"
"A1Y2_430_L","A1Y2_430_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_C_3","SO4","Full","16","C"
"A1Y2_431_L","A1Y2_431_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_D_2","3309C","Full","16","C"
"A1Y2_432_L","A1Y2_432_L","2018","Leaf","Harvest","2018_Harvest_Leaf_16_D_3","3309C","Full","16","C"
"A1Y2_361_R","A1Y2_361_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_A_2","1103P","None","8","A"
"A1Y2_362_R","A1Y2_362_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_A_3","1103P","None","8","A"
"A1Y2_363_R","A1Y2_363_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_B_2","3309C","None","8","A"
"A1Y2_364_R","A1Y2_364_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_B_3","3309C","None","8","A"
"A1Y2_365_R","A1Y2_365_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_C_2","SO4","None","8","A"
"A1Y2_366_R","A1Y2_366_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_C_3","SO4","None","8","A"
"A1Y2_367_R","A1Y2_367_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_D_2","Ungrafted","None","8","A"
"A1Y2_368_R","A1Y2_368_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_8_D_3","Ungrafted","None","8","A"
"A1Y2_369_R","A1Y2_369_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_A_2","Ungrafted","RDI","9","A"
"A1Y2_370_R","A1Y2_370_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_A_3","Ungrafted","RDI","9","A"
"A1Y2_371_R","A1Y2_371_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_B_2","1103P","RDI","9","A"
"A1Y2_372_R","A1Y2_372_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_B_3","1103P","RDI","9","A"
"A1Y2_373_R","A1Y2_373_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_C_2","3309C","RDI","9","A"
"A1Y2_374_R","A1Y2_374_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_C_3","3309C","RDI","9","A"
"A1Y2_375_R","A1Y2_375_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_D_2","SO4","RDI","9","A"
"A1Y2_376_R","A1Y2_376_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_9_D_3","SO4","RDI","9","A"
"A1Y2_377_R","A1Y2_377_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_10_A_2","3309C","Full","10","A"
"A1Y2_378_R","A1Y2_378_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_10_A_3","3309C","Full","10","A"
"A1Y2_380_R","A1Y2_380_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_10_B_3","SO4","Full","10","A"
"A1Y2_381_R","A1Y2_381_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_10_C_2","Ungrafted","Full","10","A"
"A1Y2_382_R","A1Y2_382_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_10_C_3","Ungrafted","Full","10","A"
"A1Y2_383_R","A1Y2_383_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_10_D_2","1103P","Full","10","A"
"A1Y2_384_R","A1Y2_384_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_10_D_3","1103P","Full","10","A"
"A1Y2_385_R","A1Y2_385_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_A_2","3309C","RDI","11","B"
"A1Y2_386_R","A1Y2_386_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_A_3","3309C","RDI","11","B"
"A1Y2_387_R","A1Y2_387_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_B_2","1103P","RDI","11","B"
"A1Y2_388_R","A1Y2_388_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_B_3","1103P","RDI","11","B"
"A1Y2_389_R","A1Y2_389_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_C_2","Ungrafted","RDI","11","B"
"A1Y2_390_R","A1Y2_390_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_C_3","Ungrafted","RDI","11","B"
"A1Y2_391_R","A1Y2_391_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_D_2","SO4","RDI","11","B"
"A1Y2_392_R","A1Y2_392_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_11_D_3","SO4","RDI","11","B"
"A1Y2_393_R","A1Y2_393_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_A_2","1103P","Full","12","B"
"A1Y2_394_R","A1Y2_394_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_A_3","1103P","Full","12","B"
"A1Y2_395_R","A1Y2_395_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_B_2","Ungrafted","Full","12","B"
"A1Y2_396_R","A1Y2_396_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_B_3","Ungrafted","Full","12","B"
"A1Y2_397_R","A1Y2_397_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_C_2","SO4","Full","12","B"
"A1Y2_398_R","A1Y2_398_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_C_3","SO4","Full","12","B"
"A1Y2_399_R","A1Y2_399_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_D_2","3309C","Full","12","B"
"A1Y2_400_R","A1Y2_400_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_12_D_3","3309C","Full","12","B"
"A1Y2_401_R","A1Y2_401_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_A_2","SO4","None","13","B"
"A1Y2_402_R","A1Y2_402_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_A_3","SO4","None","13","B"
"A1Y2_403_R","A1Y2_403_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_B_2","3309C","None","13","B"
"A1Y2_404_R","A1Y2_404_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_B_3","3309C","None","13","B"
"A1Y2_405_R","A1Y2_405_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_C_2","1103P","None","13","B"
"A1Y2_406_R","A1Y2_406_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_C_3","1103P","None","13","B"
"A1Y2_407_R","A1Y2_407_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_D_2","Ungrafted","None","13","B"
"A1Y2_408_R","A1Y2_408_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_13_D_3","Ungrafted","None","13","B"
"A1Y2_409_R","A1Y2_409_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_A_2","3309C","RDI","14","C"
"A1Y2_410_R","A1Y2_410_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_A_3","3309C","RDI","14","C"
"A1Y2_411_R","A1Y2_411_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_B_2","SO4","RDI","14","C"
"A1Y2_412_R","A1Y2_412_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_B_3","SO4","RDI","14","C"
"A1Y2_413_R","A1Y2_413_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_C_2","Ungrafted","RDI","14","C"
"A1Y2_414_R","A1Y2_414_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_C_3","Ungrafted","RDI","14","C"
"A1Y2_415_R","A1Y2_415_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_D_2","1103P","RDI","14","C"
"A1Y2_416_R","A1Y2_416_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_14_D_3","1103P","RDI","14","C"
"A1Y2_417_R","A1Y2_417_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_A_2","Ungrafted","None","15","C"
"A1Y2_418_R","A1Y2_418_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_A_3","Ungrafted","None","15","C"
"A1Y2_419_R","A1Y2_419_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_B_2","3309C","None","15","C"
"A1Y2_420_R","A1Y2_420_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_B_3","3309C","None","15","C"
"A1Y2_421_R","A1Y2_421_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_C_2","1103P","None","15","C"
"A1Y2_422_R","A1Y2_422_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_C_3","1103P","None","15","C"
"A1Y2_423_R","A1Y2_423_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_D_2","SO4","None","15","C"
"A1Y2_424_R","A1Y2_424_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_15_D_3","SO4","None","15","C"
"A1Y2_425_R","A1Y2_425_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_A_2","1103P","Full","16","C"
"A1Y2_426_R","A1Y2_426_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_A_3","1103P","Full","16","C"
"A1Y2_427_R","A1Y2_427_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_B_2","Ungrafted","Full","16","C"
